ID	TYPE	NAME	SYNONYMS
ensembl:ENSMUSG00000113300	SO:0000704	Gm49371 (Mmus)	
ensembl:ENSMUSG00000095470	SO:0000704	Gm21863 (Mmus)	
ensembl:ENSMUSG00000116606	SO:0000704	AC163633.2 (Mmus)	
ensembl:ENSMUSG00000116537	SO:0000704	AC163633.1 (Mmus)	
ensembl:ENSMUSG00000116883	SO:0000704	AC164424.1 (Mmus)	
ensembl:ENSMUSG00000052632	SO:0000704	Asap2 (Mmus)	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2|pyk2 C-terminus-associated protein|PAG3|PAP|Gm1523|Ddef2|development and differentiation enhancing factor 2|Gm592|paxillin-associated protein with ARF GAP activity 3|6530401G17Rik
ensembl:ENSMUSG00000116627	SO:0000704	AC153140.2 (Mmus)	
ensembl:ENSMUSG00000062352	SO:0000704	Itgb1bp1 (Mmus)	AU019480|integrin beta-1-binding protein 1|Icap1|integrin cytoplasmic domain-associated protein 1|bodenin|AI449260
ensembl:ENSMUSG00000054309	SO:0000704	Cpsf3 (Mmus)	CPSF 73 kDa subunit|mRNA 3'-end-processing endonuclease CPSF-73|cleavage and polyadenylation specificity factor 73 kDa subunit|cleavage and polyadenylation specificity factor subunit 3
ensembl:ENSMUSG00000062054	SO:0000704	Iah1 (Mmus)	1500019E20Rik|4833421E05Rik|isoamyl acetate-hydrolyzing esterase 1 homolog
ensembl:ENSMUSG00000052593	SO:0000704	Adam17 (Mmus)	TNF-alpha convertase|CD156b|disintegrin and metalloproteinase domain-containing protein 17|TNF-alpha converting enzyme|Tace
ensembl:ENSMUSG00000076432	SO:0000704	Ywhaq (Mmus)	AU021156|14-3-3 protein T-cell|14-3-3 protein theta|AA409740|14-3-3 tau|2700028P07Rik|14-3-3 protein tau|R74690|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide|14-3-3 theta
ensembl:ENSMUSG00000097055	SO:0000704	Gm4419 (Mmus)	
ensembl:ENSMUSG00000093846	SO:0000704	Gm4425 (Mmus)	EG432637|Gm5433
ensembl:ENSMUSG00000114006	SO:0000704	Gm47997 (Mmus)	
ensembl:ENSMUSG00000073164	SO:0000704	2410018L13Rik (Mmus)	2810480C08Rik
ensembl:ENSMUSG00000071362	SO:0000704	Gm10330 (Mmus)	
ensembl:ENSMUSG00000073158	SO:0000704	9030624G23Rik (Mmus)	uncharacterized protein LOC66808
ensembl:ENSMUSG00000059669	SO:0000704	Taf1b (Mmus)	TAFI68|TBP-associated factor RNA polymerase I 68|TATA box-binding protein-associated factor 1B|4930408G01Rik|p63|TBP-associated factor 1B|A230108M10Rik|TATA box-binding protein-associated factor RNA polymerase I subunit B|transcription factor TAFI68|Tafi86|TATA box binding protein (Tbp)-associated factor, RNA polymerase I, B|RNA polymerase I-specific TBP-associated factor 68 kDa|transcription initiation factor SL1/TIF-IB subunit B
ensembl:ENSMUSG00000020656	SO:0000704	Grhl1 (Mmus)	MGR|grainyhead-like protein 1 homolog|p61 MGR|Tcfcp2l2|transcription factor LBP-32|mammalian grainyhead|grainyhead like 1|grainyhead-like 1|p70 MGR|LBP-32|transcription factor CP2-like 2
ensembl:ENSMUSG00000020653	SO:0000704	Klf11 (Mmus)	Tieg2|TGFB-inducible early growth response protein 2b|TIEG-3|transforming growth factor-beta-inducible early growth response protein 3|Tieg2b|9830142A17|D12Ertd427e|Tieg3|TGFB-inducible early growth response protein 3|TGFB inducible early growth response 3|Krueppel-like factor 11|TGFB inducible early growth response 2
ensembl:ENSMUSG00000062563	SO:0000704	Cys1 (Mmus)	cilia-associated protein|Ccap|cystin cilia associated protein|cystin-1|AV218859|ck|cpk|2900006B19Rik|congenital polycystic kidneys
ensembl:ENSMUSG00000020649	SO:0000704	Rrm2 (Mmus)	AA407299|ribonucleotide reductase small subunit|ribonucleoside-diphosphate reductase subunit M2|R2|ribonucleoside-diphosphate reductase M2 chain|ribonucleotide reductase small chain
ensembl:ENSMUSG00000114076	SO:0000704	Gm48896 (Mmus)	
ensembl:ENSMUSG00000020646	SO:0000704	Mboat2 (Mmus)	AW547221|1-acylglycerophosphoethanolamine O-acyltransferase|lyso-PC acyltransferase 4|LPEAT|mLPCAT4|O-acyltransferase domain-containing protein 2|lysophospholipid acyltransferase 2|LPCAT|O-acyltransferase (membrane bound) domain containing 2|lysophosphatidylcholine acyltransferase 4|Oact2|LPLAT 2|lysophosphatidylethanolamine acyltransferase|2810049G06Rik|LPCAT4|Moact2|AU022889|membrane-bound O-acyltransferase domain-containing protein 2|1-acylglycerophosphocholine O-acyltransferase|LPC acyltransferase 4|lyso-PE acyltransferase
ensembl:ENSMUSG00000036333	SO:0000704	Kidins220 (Mmus)	AI316525|3110039L19Rik|mKIAA1250|kinase D-interacting substrate of 220 kDa|truncated Kidins220|C330002I19Rik|AI194387
ensembl:ENSMUSG00000114148	SO:0000704	Gm47701 (Mmus)	
ensembl:ENSMUSG00000020644	SO:0000704	Id2 (Mmus)	DNA-binding protein inhibitor ID-2|bHLHb26|C78922|Idb2|inhibitor of differentiation 2|AI255428
ensembl:ENSMUSG00000112937	SO:0000704	Gm17746 (Mmus)	
ensembl:ENSMUSG00000113587	SO:0000704	Gm36287 (Mmus)	
ensembl:ENSMUSG00000114033	SO:0000704	Gm47705 (Mmus)	
ensembl:ENSMUSG00000114105	SO:0000704	Gm47713 (Mmus)	
ensembl:ENSMUSG00000113669	SO:0000704	AC163354.1 (Mmus)	
ensembl:ENSMUSG00000113827	SO:0000704	Gm47733 (Mmus)	
ensembl:ENSMUSG00000113550	SO:0000704	Gm29687 (Mmus)	
ensembl:ENSMUSG00000113115	SO:0000704	4930480M12Rik (Mmus)	
ensembl:ENSMUSG00000113813	SO:0000704	Gm29968 (Mmus)	
ensembl:ENSMUSG00000020642	SO:0000704	Rnf144a (Mmus)	probable E3 ubiquitin-protein ligase RNF144A|ubiquitin-conjugating enzyme 7-interacting protein 4|Ubce7ip4|ubcM4-interacting protein 4|Rnf144|E3 ubiquitin-protein ligase RNF144A|UIP4
ensembl:ENSMUSG00000114048	SO:0000704	4930549C15Rik (Mmus)	
ensembl:ENSMUSG00000020641	SO:0000704	Rsad2 (Mmus)	radical S-adenosyl methionine domain-containing protein 2|viral hemorrhagic septicemia virus (VHSV)-induced gene 1|viperin|virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible|Vig1|cig5|VHSV-induced-like protein|2510004L01Rik
ensembl:ENSMUSG00000020638	SO:0000704	Cmpk2 (Mmus)	UMP-CMP kinase 2, mitochondrial|nucleoside-diphosphate kinase|thymidylate kinase LPS-inducible member|1200004E04Rik|thymidylate kinase homologue|TDKI|Tyki
ensembl:ENSMUSG00000113628	SO:0000704	1700020D12Rik (Mmus)	
ensembl:ENSMUSG00000113524	SO:0000704	Gm47847 (Mmus)	
ensembl:ENSMUSG00000113218	SO:0000704	4933409F18Rik (Mmus)	4930435E18Rik
ensembl:ENSMUSG00000094002	SO:0000704	Gm9866 (Mmus)	EG636791
ensembl:ENSMUSG00000063632	SO:0000704	Sox11 (Mmus)	transcription factor SOX-11|AI836553|SRY-box containing gene 11|1110038H03Rik|end1|6230403H02Rik
ensembl:ENSMUSG00000113421	SO:0000704	Gm4166 (Mmus)	
ensembl:ENSMUSG00000113616	SO:0000704	Gm45941 (Mmus)	
ensembl:ENSMUSG00000113967	SO:0000704	Gm31025 (Mmus)	
ensembl:ENSMUSG00000113235	SO:0000704	Gm47872 (Mmus)	
ensembl:ENSMUSG00000113939	SO:0000704	Gm47871 (Mmus)	
ensembl:ENSMUSG00000020633	SO:0000704	Dcdc2c (Mmus)	doublecortin domain-containing protein 2C|1110015M06Rik|putative doublecortin domain-containing protein ENSP00000382097 homolog
ensembl:ENSMUSG00000020636	SO:0000704	Allc (Mmus)	probable allantoicase|Alc|1700012B22Rik|allantoate amidinohydrolase|probable inactive allantoicase
ensembl:ENSMUSG00000036655	SO:0000704	Colec11 (Mmus)	CL-K1|collectin kidney protein 1|collectin-11|collectin-L2
ensembl:ENSMUSG00000061477	SO:0000704	Rps7 (Mmus)	40S ribosomal protein S7|S7|Mtu|Rps7A
ensembl:ENSMUSG00000020630	SO:0000704	Rnaseh1 (Mmus)	ribonuclease H1|RNase H1
ensembl:ENSMUSG00000020629	SO:0000704	Adi1 (Mmus)	aci-reductone dioxygenase|fe-ARD|acireductone dioxygenase (Ni(2+)-requiring)|Fe-ARD|acireductone dioxygenase (Fe(2+)-requiring)|MTCBP-1|ARD|1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase|Ni-ARD|AL024210|membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1
ensembl:ENSMUSG00000020628	SO:0000704	Trappc12 (Mmus)	tetratricopeptide repeat domain 15|TPR repeat protein 15|trafficking protein particle complex subunit 12|tetratricopeptide repeat protein 15|D930014A20Rik|Ttc15|CGI-87
ensembl:ENSMUSG00000036613	SO:0000704	Eipr1 (Mmus)	tumor suppressing subtransferable candidate 1|D12Ertd604e|tumor-suppressing STF cDNA 1 protein|Tssc1|EARP and GARP complex-interacting protein 1|tumor-suppressing subchromosomal transferable fragment candidate gene 1 protein|Golgi-associated retrograde protein-interacting protein|protein TSSC1|EARP-interacting protein|endosome-associated recycling protein-interacting protein
ensembl:ENSMUSG00000113387	SO:0000704	Gm31508 (Mmus)	
ensembl:ENSMUSG00000113544	SO:0000704	4833405L11Rik (Mmus)	
ensembl:ENSMUSG00000113986	SO:0000704	Gm31333 (Mmus)	
ensembl:ENSMUSG00000061911	SO:0000704	Myt1l (Mmus)	Png-1|postmitotic neural gene 1 protein|myelin transcription factor 1-like protein|NZF-1|2900046C06Rik|neural zinc finger protein NZF-1|zinc finger protein Png-1|Pmng1|neural zinc finger transcription factor 1|2900093J19Rik|postmeiotic neural gene 1|myT1-L|neural zinc finger factor 1|mKIAA1106|C630034G21Rik|Nztf1
ensembl:ENSMUSG00000112663	SO:0000704	C630031E19Rik (Mmus)	C630031E19
ensembl:ENSMUSG00000020674	SO:0000704	Pxdn (Mmus)	VPO1|C85409|2310075M15Rik|mKIAA0230|peroxidasin homolog|E330004E07
ensembl:ENSMUSG00000020673	SO:0000704	Tpo (Mmus)	thyroid peroxidase
ensembl:ENSMUSG00000085472	SO:0000704	Gm15691 (Mmus)	
ensembl:ENSMUSG00000020672	SO:0000704	Sntg2 (Mmus)	2210008K22Rik|syntrophin-5|G2syn|9530013L23|gamma-2-syntrophin|BB121248|Syn5
ensembl:ENSMUSG00000102098	SO:0000704	2310016D03Rik (Mmus)	
ensembl:ENSMUSG00000100674	SO:0000704	Gm28806 (Mmus)	
ensembl:ENSMUSG00000043061	SO:0000704	Tmem18 (Mmus)	BC024093|transmembrane protein 18
ensembl:ENSMUSG00000054204	SO:0000704	Alkal2 (Mmus)	6230419C23Rik|ALK and LTK ligand 2|Protein FAM150B|family with sequence similarity 150, member B|Fam150b
ensembl:ENSMUSG00000044573	SO:0000704	Acp1 (Mmus)	Lmptp|LMW-PTP|LMW-PTPase|Acp-1|low molecular weight phosphotyrosine protein phosphatase|4632432E04Rik|low molecular weight cytosolic acid phosphatase|AI427468
ensembl:ENSMUSG00000020669	SO:0000704	Sh3yl1 (Mmus)	SH3 domain-containing YSC84-like protein 1|YSC84|AI314953|Ray
ensembl:ENSMUSG00000036136	SO:0000704	Fam110c (Mmus)	9030611O19Rik|AU019489|protein FAM110C
ensembl:ENSMUSG00000112876	SO:0000704	Gm32443 (Mmus)	
ensembl:ENSMUSG00000095953	SO:0000704	6030469F06Rik (Mmus)	
ensembl:ENSMUSG00000112187	SO:0000704	Gm6993 (Mmus)	EG629667|serine palmitoyltransferase small subunit A pseudogene|serine palmitoyltransferase small subunit A-like
ensembl:ENSMUSG00000002900	SO:0000704	Lamb1 (Mmus)	Lamb-1|C77966|D130003D08Rik|laminin-1 subunit beta|laminin-111|Lamb1-1|laminin-2 subunit beta|C80098|laminin B1 subunit 1|laminin B1 chain|laminin-10 subunit beta|laminin subunit beta-1|laminin-6 subunit beta|C81607|laminin-8 subunit beta|laminin-12 subunit beta
ensembl:ENSMUSG00000020664	SO:0000704	Dld (Mmus)	dihydrolipoyl dehydrogenase, mitochondrial|branched chain alpha-keto acid dehydrogenase complex subunit E3
ensembl:ENSMUSG00000001225	SO:0000704	Slc26a3 (Mmus)	Dra|chloride anion exchanger|9130013M11Rik|down-regulated in adenoma|9030623B18Rik|AV376035
ensembl:ENSMUSG00000020659	SO:0000704	Cbll1 (Mmus)	AI467391|E-cadherin binding protein E7|E3 ubiquitin-protein ligase Hakai|c-Cbl-like protein 1|casitas B-lineage lymphoma-transforming sequence-like protein 1|Hakai|c-Cbl-like|RING-type E3 ubiquitin transferase Hakai
ensembl:ENSMUSG00000099851	SO:0000704	Gm29542 (Mmus)	
ensembl:ENSMUSG00000020651	SO:0000704	Slc26a4 (Mmus)	pendrin|sodium-independent chloride/iodide transporter|Pds
ensembl:ENSMUSG00000020650	SO:0000704	Bcap29 (Mmus)	Bap29|AW208404|BCR-associated protein 29|B-cell receptor-associated protein 29
ensembl:ENSMUSG00000020648	SO:0000704	Dus4l (Mmus)	2310069P03Rik|tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like|Pp35|2700089B10Rik|AI482040
ensembl:ENSMUSG00000035933	SO:0000704	Cog5 (Mmus)	5430405C01Rik|GTC90|GOLTC1|conserved oligomeric Golgi complex subunit 5|D18362|COG complex subunit 5|C87247
ensembl:ENSMUSG00000044067	SO:0000704	Gpr22 (Mmus)	probable G-protein coupled receptor 22|2900068K05Rik|AW061316|G-protein coupled receptor 22
ensembl:ENSMUSG00000111987	SO:0000704	Gm48809 (Mmus)	
ensembl:ENSMUSG00000002996	SO:0000704	Hbp1 (Mmus)	BE629963|1700058O05Rik|C86454|C330012F01Rik|HMG box-containing protein 1|HMG box transcription factor 1
ensembl:ENSMUSG00000002997	SO:0000704	Prkar2b (Mmus)	PKARIIbeta|Pkarb2|cAMP-dependent protein kinase type II-beta regulatory subunit|RII(beta)|AW061005|AI451071
ensembl:ENSMUSG00000112569	SO:0000704	Gm33111 (Mmus)	
ensembl:ENSMUSG00000112071	SO:0000704	5430401H09Rik (Mmus)	
ensembl:ENSMUSG00000020573	SO:0000704	Pik3cg (Mmus)	serine/threonine protein kinase PIK3CG|ptdIns-3-kinase subunit gamma|PI3Kgamma|5830428L06Rik|p110gamma|phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform|phosphoinositide-3-kinase, catalytic, gamma polypeptide|phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma|ptdIns-3-kinase subunit p110-gamma|p120-PI3K|PI3-kinase subunit gamma
ensembl:ENSMUSG00000112578	SO:0000704	Gm33308 (Mmus)	
ensembl:ENSMUSG00000090946	SO:0000704	Ccdc71l (Mmus)	coiled-coil domain-containing protein 71L|2010109K11Rik|AV375874
ensembl:ENSMUSG00000112865	SO:0000704	AC155255.1 (Mmus)	
ensembl:ENSMUSG00000020572	SO:0000704	Nampt (Mmus)	nicotinamide phosphoribosyltransferase|Visfatin|AI480535|1110035O14Rik|Pbef1|AI314458|NAmPRTase|pre-B-cell colony-enhancing factor 1 homolog|Pbef
ensembl:ENSMUSG00000096954	SO:0000704	Gdap10 (Mmus)	
ensembl:ENSMUSG00000112166	SO:0000704	Gm47948 (Mmus)	
ensembl:ENSMUSG00000097494	SO:0000704	4933406C10Rik (Mmus)	
ensembl:ENSMUSG00000020570	SO:0000704	Sypl (Mmus)	synaptophysin-like protein 1|Pphn|AI314763|Pan I|PanI|pantophysin|D12Ertd446e|Sypl1|AI604763
ensembl:ENSMUSG00000035860	SO:0000704	Cdhr3 (Mmus)	1110049B09Rik|cadherin-related family member 3|Cdh28|cadherin-like protein 28|BB172694
ensembl:ENSMUSG00000084979	SO:0000704	Gm16267 (Mmus)	
ensembl:ENSMUSG00000020564	SO:0000704	Atxn7l1 (Mmus)	ataxin 7-like 4|Atxn7l4|2810423G08Rik|ataxin-7-like protein 1
ensembl:ENSMUSG00000079143	SO:0000704	Atxn7l1os1 (Mmus)	
ensembl:ENSMUSG00000085664	SO:0000704	Atxn7l1os2 (Mmus)	4930556N08Rik|Atxn7l1 opposite strand transcript 2
ensembl:ENSMUSG00000020562	SO:0000704	Efcab10 (Mmus)	EF-hand calcium-binding domain-containing protein 10|4930504H06Rik
ensembl:ENSMUSG00000020561	SO:0000704	Twistnb (Mmus)	twist basic helix-loop-helix transcription factor 1 neighbor|twist neighbor protein|DNA-directed RNA polymerase I subunit F|2810024J17Rik|Twistnb|2410173G11|DNA-directed RNA polymerase I subunit RPA43|D16Wsu83e
ensembl:ENSMUSG00000046518	SO:0000704	Ferd3l (Mmus)	neuronal twist|fer3-like protein|Fer3-like|pancreas-specific transcription factor b|basic helix-loop-helix protein N-twist|Ntwist|bHLHa31|fer3|Nato3|Mnato3|Ptfb|Nato|N-twist|nephew of atonal 3
ensembl:ENSMUSG00000035799	SO:0000704	Twist1 (Mmus)	M-Twist|charlie chaplin|Pde|Twist|bHLHa38|polydactyly EMS|Ska10|twist homolog 1|pdt|twist gene homolog 1|Ska<m10Jus>|twist-related protein 1|Pluridigite
ensembl:ENSMUSG00000004698	SO:0000704	Hdac9 (Mmus)	histone deacetylase 9|MEF2-interacting transcription repressor MITR|mKIAA0744|Hdac7b|histone deacetylase-related protein|D030072B18Rik|histone deacetylase 7B|Mitr|HD9|HDRP|AV022454|HD7B
ensembl:ENSMUSG00000092305	SO:0000704	Prps1l1 (Mmus)	ribose-phosphate pyrophosphokinase 3|1700011K15Rik
ensembl:ENSMUSG00000020590	SO:0000704	Snx13 (Mmus)	Rgs-px1|sorting nexin-13|mKIAA0713
ensembl:ENSMUSG00000019256	SO:0000704	Ahr (Mmus)	Ah|Ahre|dioxin receptor|bHLHe76|Ahh|ah receptor|In|aryl hydrocarbon receptor
ensembl:ENSMUSG00000113741	SO:0000704	Gm48236 (Mmus)	
ensembl:ENSMUSG00000113580	SO:0000704	Gm48237 (Mmus)	
ensembl:ENSMUSG00000113548	SO:0000704	Gm34047 (Mmus)	
ensembl:ENSMUSG00000113985	SO:0000704	9130015A21Rik (Mmus)	100043575|Gm4527
ensembl:ENSMUSG00000036231	SO:0000704	Agr3 (Mmus)	Gm888|anterior gradient homolog 3|anterior gradient protein 3|E030025L21Rik|anterior gradient protein 3 homolog|BCMP11
ensembl:ENSMUSG00000020581	SO:0000704	Agr2 (Mmus)	secreted cement gland protein XAG-2 homolog|HAG-2|Agr2h|AG-2|protein Gob-4|Gob-4|XAG-2|mAG-2|anterior gradient protein 2 homolog|anterior gradient 2 homolog
ensembl:ENSMUSG00000020577	SO:0000704	Tspan13 (Mmus)	tspan-13|transmembrane 4 superfamily member 13|tetraspanin-13|Tm4sf13|1100001I23Rik|NET-6
ensembl:ENSMUSG00000020547	SO:0000704	Bzw2 (Mmus)	Bdm2|1110001I24Rik|HSPC028|brain development-related molecule 2|basic leucine zipper and W2 domain-containing protein 2|eIF5-mimic protein 1
ensembl:ENSMUSG00000036188	SO:0000704	Ankmy2 (Mmus)	ZMYND20|AI035571|ankyrin repeat and MYND domain-containing protein 2
ensembl:ENSMUSG00000020545	SO:0000704	Lrrc72 (Mmus)	1700108M19Rik|4933421E18Rik|leucine-rich repeat-containing protein 72
ensembl:ENSMUSG00000113832	SO:0000704	Gm40392 (Mmus)	
ensembl:ENSMUSG00000036169	SO:0000704	Sostdc1 (Mmus)	ectodin|0610006G05Rik|Wise|uterine sensitization-associated gene 1 protein|uterine sensitization-associated protein 1|cystine-knot containing secreted protein|Sostl|sclerostin domain-containing protein 1|USAG-1|ectodermal BMP inhibitor|sclerostin-like protein
ensembl:ENSMUSG00000114141	SO:0000704	Gm34215 (Mmus)	
ensembl:ENSMUSG00000091007	SO:0000704	D630036H23Rik (Mmus)	
ensembl:ENSMUSG00000043153	SO:0000704	Ispd (Mmus)	isoprenoid synthase domain containing|D-ribitol-5-phosphate cytidylyltransferase|AV040780|notch1-induced protein|2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein|isoprenoid synthase domain-containing protein|Ispd|4930579E17Rik
ensembl:ENSMUSG00000113064	SO:0000704	Gm40394 (Mmus)	
ensembl:ENSMUSG00000113507	SO:0000704	Gm48613 (Mmus)	
ensembl:ENSMUSG00000114052	SO:0000704	Gm48616 (Mmus)	
ensembl:ENSMUSG00000101067	SO:0000704	Gm29007 (Mmus)	
ensembl:ENSMUSG00000036144	SO:0000704	Meox2 (Mmus)	AI528662|Mox2|Mox-2|homeobox protein MOX-2|growth arrest-specific homeobox|Gax
ensembl:ENSMUSG00000050103	SO:0000704	Agmo (Mmus)	AI790538|transmembrane protein 195|A530016O06Rik|Tmem195|alkylglycerol monooxygenase
ensembl:ENSMUSG00000113005	SO:0000704	Gm34408 (Mmus)	
ensembl:ENSMUSG00000036095	SO:0000704	Dgkb (Mmus)	DAG kinase beta|DGK-beta|90kda|mKIAA0718|diglyceride kinase beta|DAGK2|diacylglycerol kinase beta|6430574F24|DGK|C630029D13Rik
ensembl:ENSMUSG00000113608	SO:0000704	Gm48715 (Mmus)	
ensembl:ENSMUSG00000112967	SO:0000704	4930428E07Rik (Mmus)	
ensembl:ENSMUSG00000004151	SO:0000704	Etv1 (Mmus)	ets-related protein 81|ets variant gene 1|ETS translocation variant 1|Etsrp81|ER81
ensembl:ENSMUSG00000113933	SO:0000704	Gm34611 (Mmus)	
ensembl:ENSMUSG00000113092	SO:0000704	Gm34662 (Mmus)	
ensembl:ENSMUSG00000113272	SO:0000704	Gm34809 (Mmus)	
ensembl:ENSMUSG00000114079	SO:0000704	Gm47855 (Mmus)	
ensembl:ENSMUSG00000113343	SO:0000704	Gm34923 (Mmus)	
ensembl:ENSMUSG00000113384	SO:0000704	Gm47859 (Mmus)	
ensembl:ENSMUSG00000113874	SO:0000704	Gm47868 (Mmus)	
ensembl:ENSMUSG00000047446	SO:0000704	Arl4a (Mmus)	Arl4|ADP-ribosylation factor-like protein 4A|AI467555|ADP-ribosylation factor-like 4|ADP-ribosylation-like 4
ensembl:ENSMUSG00000086315	SO:0000704	Arl4aos (Mmus)	Arl4a opposite strand transcript|4930555J06Rik|Gm4547
ensembl:ENSMUSG00000002565	SO:0000704	Scin (Mmus)	adseverin|AW545522|gelsolin-like protein|scinderin
ensembl:ENSMUSG00000071342	SO:0000704	Lsmem1 (Mmus)	Gm889|leucine-rich single-pass membrane protein 1
ensembl:ENSMUSG00000090387	SO:0000704	Gm17056 (Mmus)	
ensembl:ENSMUSG00000001627	SO:0000704	Ifrd1 (Mmus)	Tis7|PC4|Ifnl|TPA-induced sequence 7|interferon-related developmental regulator 1|nerve growth factor-inducible protein PC4
ensembl:ENSMUSG00000035983	SO:0000704	Gm7008 (Mmus)	EG629820
ensembl:ENSMUSG00000055917	SO:0000704	Zfp277 (Mmus)	NIRF4|zinc finger protein 277|2410017E24Rik
ensembl:ENSMUSG00000035954	SO:0000704	Dock4 (Mmus)	C030023J22|6330411N01Rik|mKIAA0716|dedicator of cytokinesis protein 4|AF263288|5330406C03
ensembl:ENSMUSG00000056899	SO:0000704	Immp2l (Mmus)	IMP2|Tg(HLA-A/H2-D)2Enge|mitochondrial inner membrane protease subunit 2|IMP2-like protein|AI853880|AAD mice
ensembl:ENSMUSG00000113994	SO:0000704	Gm47375 (Mmus)	
ensembl:ENSMUSG00000113086	SO:0000704	Gm47376 (Mmus)	
ensembl:ENSMUSG00000113454	SO:0000704	Gm47373 (Mmus)	
ensembl:ENSMUSG00000113516	SO:0000704	Gm47368 (Mmus)	
ensembl:ENSMUSG00000036295	SO:0000704	Lrrn3 (Mmus)	NLRR-3|leucine-rich repeat neuronal protein 3
ensembl:ENSMUSG00000113105	SO:0000704	Gm47371 (Mmus)	
ensembl:ENSMUSG00000113370	SO:0000704	Gm46348 (Mmus)	
ensembl:ENSMUSG00000113989	SO:0000704	Gm47013 (Mmus)	
ensembl:ENSMUSG00000112898	SO:0000704	Gm47020 (Mmus)	
ensembl:ENSMUSG00000112407	SO:0000704	AC113204.1 (Mmus)	Gm40882
ensembl:ENSMUSG00000112904	SO:0000704	Gm47030 (Mmus)	
ensembl:ENSMUSG00000112258	SO:0000704	Gm10165 (Mmus)	
ensembl:ENSMUSG00000111960	SO:0000704	Gm46349 (Mmus)	
ensembl:ENSMUSG00000014905	SO:0000704	Dnajb9 (Mmus)	microvascular endothelial differentiation gene 1|mDj7|Mdg1|endoplasmic reticulum DNA J domain-containing protein 4|AW556981|ER-resident protein ERdj4|AA408011|DNA j protein b9|dnaJ homolog subfamily B member 9|AA673481|ERdj4|AA673251|DnaJ (Hsp40) homolog, subfamily B, member 9
ensembl:ENSMUSG00000112547	SO:0000704	Gm47096 (Mmus)	
ensembl:ENSMUSG00000036257	SO:0000704	Pnpla8 (Mmus)	AI467579|iPLA2-gamma|1200006O19Rik|Ipla2(gamma)|intracellular membrane-associated calcium-independent phospholipase A2 gamma|calcium-independent phospholipase A2-gamma|patatin-like phospholipase domain-containing protein 8
ensembl:ENSMUSG00000020598	SO:0000704	Nrcam (Mmus)	ng-CAM-related|ngCAM-related cell adhesion molecule|mKIAA0343|neuronal cell adhesion molecule|Bravo|neuron-glia-CAM-related cell adhesion molecule|nr-CAM|C130076O07Rik|C030017F07Rik|neuronal surface protein Bravo|mBravo
ensembl:ENSMUSG00000046314	SO:0000704	Stxbp6 (Mmus)	syntaxin-binding protein 6|C85317|BC024598|amisyn
ensembl:ENSMUSG00000112112	SO:0000704	Gm48508 (Mmus)	
ensembl:ENSMUSG00000092404	SO:0000704	Gm9921 (Mmus)	
ensembl:ENSMUSG00000112054	SO:0000704	Gm33680 (Mmus)	
ensembl:ENSMUSG00000112859	SO:0000704	Gm48522 (Mmus)	
ensembl:ENSMUSG00000112174	SO:0000704	Gm48535 (Mmus)	
ensembl:ENSMUSG00000112410	SO:0000704	B230217J21Rik (Mmus)	
ensembl:ENSMUSG00000021047	SO:0000704	Nova1 (Mmus)	
ensembl:ENSMUSG00000112232	SO:0000704	Gm48578 (Mmus)	
ensembl:ENSMUSG00000112763	SO:0000704	Gm34304 (Mmus)	
ensembl:ENSMUSG00000020950	SO:0000704	Foxg1 (Mmus)	Hfhbf1|BF-1|forkhead box protein G1|2900064B05Rik|Bf1|HNF-3/forkhead homolog, brain factor 1|forkhead-related protein FKHL1|Hfh9
ensembl:ENSMUSG00000089922	SO:0000704	Gm43517 (Mmus)	
ensembl:ENSMUSG00000104861	SO:0000704	3110039M20Rik (Mmus)	
ensembl:ENSMUSG00000100844	SO:0000704	1810007C17Rik (Mmus)	
ensembl:ENSMUSG00000112353	SO:0000704	Gm40418 (Mmus)	
ensembl:ENSMUSG00000002688	SO:0000704	Prkd1 (Mmus)	protein kinase C mu type|serine/threonine-protein kinase D1|Pkcm|nPKC-mu|PKD|protein kinase D|protein kinase C, mu|PKD1|Prkcm|nPKC-D1
ensembl:ENSMUSG00000112372	SO:0000704	Gm48779 (Mmus)	
ensembl:ENSMUSG00000112685	SO:0000704	Gm40421 (Mmus)	
ensembl:ENSMUSG00000111986	SO:0000704	1700008C04Rik (Mmus)	
ensembl:ENSMUSG00000035293	SO:0000704	G2e3 (Mmus)	G2/M phase-specific E3 ubiquitin-protein ligase|D930034K21Rik|G2/M phase-specific HECT-type E3 ubiquitin transferase|AW046379|9030416F18|6030408C04Rik|mKIAA1333
ensembl:ENSMUSG00000020952	SO:0000704	Scfd1 (Mmus)	STXBP1L2|sec1 family domain-containing protein 1|syntaxin-binding protein 1-like 2|3110021P21Rik|RA410
ensembl:ENSMUSG00000020953	SO:0000704	Coch (Mmus)	D12H14S564E|AW122937|Coch-5B2|coagulation factor C homolog (Limulus polyphemus)|cochlin
