ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
PCL:0019510	RNAseq 10 - CS201912132_10	Inh VIP CYP19A1	PCL:0010001	owl:NamedIndividual	PCL:0019622		CS201912132_10		Inh VIP CYP19A1	Inh VIP CYP19A1	RNAseq 10			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP CYP19A1"", ""cell_set_label"": ""RNAseq 10"", ""cell_set_accession"": ""CS201912132_10"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP CYP19A1"", ""cell_set_color"": ""#A11397""}"	http://purl.obolibrary.org/obo/PCL_0019010	In Marmoset primary motor cortex (CCN201912132), Inh VIP CYP19A1 is a member of the Sncg subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is LOC103795617 and SKAP1 (F-beta = 0.537), based on the NS Forest method of marker gene selection. Inh VIP CYP19A1 cells represent 5.1% of all Sncg cells collected in the marmoset M1 10Xv3 dataset. Inh VIP CYP19A1 cells have an average of 3935 genes detected, which is 605 more than the average for all Sncg cells (3330).	Inh VIP CYP19A1	Cell Type
PCL:0019511	RNAseq 11 - CS201912132_11	Inh SNCG CNTN4	PCL:0010001	owl:NamedIndividual	PCL:0019622		CS201912132_11		Inh SNCG CNTN4	Inh SNCG CNTN4	RNAseq 11			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh SNCG CNTN4"", ""cell_set_label"": ""RNAseq 11"", ""cell_set_accession"": ""CS201912132_11"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh SNCG CNTN4"", ""cell_set_color"": ""#E557D7""}"	http://purl.obolibrary.org/obo/PCL_0019011	In Marmoset primary motor cortex (CCN201912132), Inh SNCG CNTN4 is a member of the Sncg subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ARHGAP18 and PCDH15 and VEGFC (F-beta = 0.745), based on the NS Forest method of marker gene selection. Inh SNCG CNTN4 cells represent 5.1% of all Sncg cells collected in the marmoset M1 10Xv3 dataset. Inh SNCG CNTN4 cells have an average of 3426 genes detected, which is 96 more than the average for all Sncg cells (3330).	Inh SNCG CNTN4	Cell Type
PCL:0019512	RNAseq 12 - CS201912132_12	Inh PAX6 CDH4	PCL:0010001	owl:NamedIndividual	PCL:0019621|PCL:0019653		CS201912132_12		Inh PAX6 CDH4	Inh PAX6 CDH4	RNAseq 12			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh PAX6 CDH4"", ""cell_set_label"": ""RNAseq 12"", ""cell_set_accession"": ""CS201912132_12"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh PAX6 CDH4"", ""cell_set_color"": ""#9046BA""}"	http://purl.obolibrary.org/obo/PCL_0019012	In Marmoset primary motor cortex (CCN201912132), Inh PAX6 CDH4 is a member of the Sncg subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ARHGAP6 and CDH4 and THSD7B (F-beta = 0.701), based on the NS Forest method of marker gene selection. Inh PAX6 CDH4 cells represent 6.35% of all Sncg cells collected in the marmoset M1 10Xv3 dataset. Inh PAX6 CDH4 cells have an average of 3190 genes detected, which is 140 less than the average for all Sncg cells (3330).	Inh PAX6 CDH4	Cell Type
PCL:0019513	RNAseq 13 - CS201912132_13	Inh GAD1 PCP4	PCL:0010001	owl:NamedIndividual	PCL:0019623		CS201912132_13		Inh GAD1 PCP4	Inh GAD1 PCP4	RNAseq 13			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh GAD1 PCP4"", ""cell_set_label"": ""RNAseq 13"", ""cell_set_accession"": ""CS201912132_13"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh GAD1 PCP4"", ""cell_set_color"": ""#B67AF7""}"	http://purl.obolibrary.org/obo/PCL_0019013	In Marmoset primary motor cortex (CCN201912132), Inh GAD1 PCP4 is a member of the Sncg subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is PATJ and THSD7B (F-beta = 0.524), based on the NS Forest method of marker gene selection. Inh GAD1 PCP4 cells represent 30.73% of all Sncg cells collected in the marmoset M1 10Xv3 dataset. Inh GAD1 PCP4 cells have an average of 3147 genes detected, which is 183 less than the average for all Sncg cells (3330).	Inh GAD1 PCP4	Cell Type
PCL:0019514	RNAseq 14 - CS201912132_14	Inh GAD1 LOC108589948	PCL:0010001	owl:NamedIndividual	PCL:0019623		CS201912132_14		Inh GAD1 LOC108589948	Inh GAD1 LOC108589948	RNAseq 14			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh GAD1 LOC108589948"", ""cell_set_label"": ""RNAseq 14"", ""cell_set_accession"": ""CS201912132_14"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh GAD1 LOC108589948"", ""cell_set_color"": ""#881FA8""}"	http://purl.obolibrary.org/obo/PCL_0019014	In Marmoset primary motor cortex (CCN201912132), Inh GAD1 LOC108589948 is a member of the Sncg subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is LOC108589948 and THSD7B (F-beta = 0.556), based on the NS Forest method of marker gene selection. Inh GAD1 LOC108589948 cells represent 34.58% of all Sncg cells collected in the marmoset M1 10Xv3 dataset. Inh GAD1 LOC108589948 cells have an average of 3113 genes detected, which is 217 less than the average for all Sncg cells (3330).	Inh GAD1 LOC108589948	Cell Type
PCL:0019515	RNAseq 15 - CS201912132_15	Inh VIP THSD7B	PCL:0010001	owl:NamedIndividual	PCL:0019624|PCL:0019648|PCL:0019652		CS201912132_15		Inh VIP THSD7B	Inh VIP THSD7B	RNAseq 15			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP THSD7B"", ""cell_set_label"": ""RNAseq 15"", ""cell_set_accession"": ""CS201912132_15"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP THSD7B"", ""cell_set_color"": ""#E591FF""}"	http://purl.obolibrary.org/obo/PCL_0019015	In Marmoset primary motor cortex (CCN201912132), Inh VIP THSD7B is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is LOC103788553 and THSD7B (F-beta = 0.564), based on the NS Forest method of marker gene selection. Inh VIP THSD7B cells represent 3.43% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh VIP THSD7B cells have an average of 3306 genes detected, which is 123 more than the average for all Vip cells (3183).	Inh VIP THSD7B	Cell Type
PCL:0019516	RNAseq 16 - CS201912132_16	Inh VIP LOC100397259	PCL:0010001	owl:NamedIndividual	PCL:0019655		CS201912132_16		Inh VIP LOC100397259	Inh VIP LOC100397259	RNAseq 16			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP LOC100397259"", ""cell_set_label"": ""RNAseq 16"", ""cell_set_accession"": ""CS201912132_16"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP LOC100397259"", ""cell_set_color"": ""#9047CC""}"	http://purl.obolibrary.org/obo/PCL_0019016	In Marmoset primary motor cortex (CCN201912132), Inh VIP LOC100397259 is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is CRH and MYO16 (F-beta = 0.548), based on the NS Forest method of marker gene selection. Inh VIP LOC100397259 cells represent 9.72% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh VIP LOC100397259 cells have an average of 3395 genes detected, which is 212 more than the average for all Vip cells (3183).	Inh VIP LOC100397259	Cell Type
PCL:0019517	RNAseq 17 - CS201912132_17	Inh GAD1 NPSR1	PCL:0010001	owl:NamedIndividual	PCL:0019655		CS201912132_17		Inh GAD1 NPSR1	Inh GAD1 NPSR1	RNAseq 17			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh GAD1 NPSR1"", ""cell_set_label"": ""RNAseq 17"", ""cell_set_accession"": ""CS201912132_17"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh GAD1 NPSR1"", ""cell_set_color"": ""#D597FF""}"	http://purl.obolibrary.org/obo/PCL_0019017	In Marmoset primary motor cortex (CCN201912132), Inh GAD1 NPSR1 is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ALCAM and LOC100403193 (F-beta = 0.603), based on the NS Forest method of marker gene selection. Inh GAD1 NPSR1 cells represent 4.08% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh GAD1 NPSR1 cells have an average of 3508 genes detected, which is 325 more than the average for all Vip cells (3183).	Inh GAD1 NPSR1	Cell Type
PCL:0019518	RNAseq 18 - CS201912132_18	Inh SNCG LOC108587895	PCL:0010001	owl:NamedIndividual	PCL:0019625|PCL:0019657		CS201912132_18		Inh SNCG LOC108587895	Inh SNCG LOC108587895	RNAseq 18			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh SNCG LOC108587895"", ""cell_set_label"": ""RNAseq 18"", ""cell_set_accession"": ""CS201912132_18"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh SNCG LOC108587895"", ""cell_set_color"": ""#A20798""}"	http://purl.obolibrary.org/obo/PCL_0019018	In Marmoset primary motor cortex (CCN201912132), Inh SNCG LOC108587895 is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ADARB2 and LOC103793609 and SEMA3C (F-beta = 0.619), based on the NS Forest method of marker gene selection. Inh SNCG LOC108587895 cells represent 9.87% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh SNCG LOC108587895 cells have an average of 3408 genes detected, which is 225 more than the average for all Vip cells (3183).	Inh SNCG LOC108587895	Cell Type
PCL:0019519	RNAseq 19 - CS201912132_19	Inh VIP LOC108589153	PCL:0010001	owl:NamedIndividual	PCL:0019626		CS201912132_19		Inh VIP LOC108589153	Inh VIP LOC108589153	RNAseq 19			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP LOC108589153"", ""cell_set_label"": ""RNAseq 19"", ""cell_set_accession"": ""CS201912132_19"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP LOC108589153"", ""cell_set_color"": ""#7A3990""}"	http://purl.obolibrary.org/obo/PCL_0019019	In Marmoset primary motor cortex (CCN201912132), Inh VIP LOC108589153 is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ANO1 and KCNK13 and THSD7A (F-beta = 0.521), based on the NS Forest method of marker gene selection. Inh VIP LOC108589153 cells represent 6.59% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh VIP LOC108589153 cells have an average of 3089 genes detected, which is 94 less than the average for all Vip cells (3183).	Inh VIP LOC108589153	Cell Type
PCL:0019520	RNAseq 20 - CS201912132_20	Inh VIP FIGN	PCL:0010001	owl:NamedIndividual	PCL:0019626		CS201912132_20		Inh VIP FIGN	Inh VIP FIGN	RNAseq 20			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP FIGN"", ""cell_set_label"": ""RNAseq 20"", ""cell_set_accession"": ""CS201912132_20"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP FIGN"", ""cell_set_color"": ""#8E27AD""}"	http://purl.obolibrary.org/obo/PCL_0019020	In Marmoset primary motor cortex (CCN201912132), Inh VIP FIGN is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is CALB2 and PCSK6 and UNC13C (F-beta = 0.609), based on the NS Forest method of marker gene selection. Inh VIP FIGN cells represent 21% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh VIP FIGN cells have an average of 2869 genes detected, which is 314 less than the average for all Vip cells (3183).	Inh VIP FIGN	Cell Type
PCL:0019521	RNAseq 21 - CS201912132_21	Inh VIP GPR149	PCL:0010001	owl:NamedIndividual	PCL:0019627		CS201912132_21		Inh VIP GPR149	Inh VIP GPR149	RNAseq 21			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP GPR149"", ""cell_set_label"": ""RNAseq 21"", ""cell_set_accession"": ""CS201912132_21"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP GPR149"", ""cell_set_color"": ""#EE8BE1""}"	http://purl.obolibrary.org/obo/PCL_0019021	In Marmoset primary motor cortex (CCN201912132), Inh VIP GPR149 is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is CREB5 and CRH (F-beta = 0.58), based on the NS Forest method of marker gene selection. Inh VIP GPR149 cells represent 8.31% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh VIP GPR149 cells have an average of 3005 genes detected, which is 178 less than the average for all Vip cells (3183).	Inh VIP GPR149	Cell Type
PCL:0019522	RNAseq 22 - CS201912132_22	Inh VIP LOC108588071	PCL:0010001	owl:NamedIndividual	PCL:0019659		CS201912132_22		Inh VIP LOC108588071	Inh VIP LOC108588071	RNAseq 22			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP LOC108588071"", ""cell_set_label"": ""RNAseq 22"", ""cell_set_accession"": ""CS201912132_22"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP LOC108588071"", ""cell_set_color"": ""#C46AB9""}"	http://purl.obolibrary.org/obo/PCL_0019022	In Marmoset primary motor cortex (CCN201912132), Inh VIP LOC108588071 is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is LOC103791740 and THSD4 (F-beta = 0.544), based on the NS Forest method of marker gene selection. Inh VIP LOC108588071 cells represent 13.87% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh VIP LOC108588071 cells have an average of 3213 genes detected, which is 30 more than the average for all Vip cells (3183).	Inh VIP LOC108588071	Cell Type
PCL:0019523	RNAseq 23 - CS201912132_23	Inh VIP VAT1L	PCL:0010001	owl:NamedIndividual	PCL:0019659		CS201912132_23		Inh VIP VAT1L	Inh VIP VAT1L	RNAseq 23			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP VAT1L"", ""cell_set_label"": ""RNAseq 23"", ""cell_set_accession"": ""CS201912132_23"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP VAT1L"", ""cell_set_color"": ""#B582EA""}"	http://purl.obolibrary.org/obo/PCL_0019023	In Marmoset primary motor cortex (CCN201912132), Inh VIP VAT1L is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is LOC103795407 and TRPC4 and VIP (F-beta = 0.369), based on the NS Forest method of marker gene selection. Inh VIP VAT1L cells represent 7.66% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh VIP VAT1L cells have an average of 3248 genes detected, which is 65 more than the average for all Vip cells (3183).	Inh VIP VAT1L	Cell Type
PCL:0019524	RNAseq 24 - CS201912132_24	Inh VIP CIT	PCL:0010001	owl:NamedIndividual	PCL:0019625|PCL:0019660		CS201912132_24		Inh VIP CIT	Inh VIP CIT	RNAseq 24			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP CIT"", ""cell_set_label"": ""RNAseq 24"", ""cell_set_accession"": ""CS201912132_24"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP CIT"", ""cell_set_color"": ""#B488DC""}"	http://purl.obolibrary.org/obo/PCL_0019024	In Marmoset primary motor cortex (CCN201912132), Inh VIP CIT is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ARHGAP18 and EGFR and FREM1 (F-beta = 0.64), based on the NS Forest method of marker gene selection. Inh VIP CIT cells represent 11.59% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh VIP CIT cells have an average of 3260 genes detected, which is 77 more than the average for all Vip cells (3183).	Inh VIP CIT	Cell Type
PCL:0019525	RNAseq 25 - CS201912132_25	Inh VIP LOC108588539	PCL:0010001	owl:NamedIndividual	PCL:0019624|PCL:0019660		CS201912132_25		Inh VIP LOC108588539	Inh VIP LOC108588539	RNAseq 25			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP LOC108588539"", ""cell_set_label"": ""RNAseq 25"", ""cell_set_accession"": ""CS201912132_25"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP LOC108588539"", ""cell_set_color"": ""#B477F5""}"	http://purl.obolibrary.org/obo/PCL_0019025	In Marmoset primary motor cortex (CCN201912132), Inh VIP LOC108588539 is a member of the Vip subclass. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is LOC103787232 and LOC108588539 (F-beta = 0.602), based on the NS Forest method of marker gene selection. Inh VIP LOC108588539 cells represent 3.89% of all Vip cells collected in the marmoset M1 10Xv3 dataset. Inh VIP LOC108588539 cells have an average of 3409 genes detected, which is 226 more than the average for all Vip cells (3183).	Inh VIP LOC108588539	Cell Type
PCL:0019526	RNAseq 26 - CS201912132_26	Inh PAX6 MEIS2	PCL:0010001	owl:NamedIndividual	PCL:0019646	Meis2	CS201912132_26		Inh PAX6 MEIS2	Inh PAX6 MEIS2	RNAseq 26	Meis2		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh PAX6 MEIS2"", ""cell_set_label"": ""RNAseq 26"", ""cell_set_accession"": ""CS201912132_26"", ""cell_set_aligned_alias"": ""Meis2"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type,Subclass"", ""original_label"": ""Inh PAX6 MEIS2"", ""cell_set_color"": ""#FF0000""}"	http://purl.obolibrary.org/obo/PCL_0019026	Meis2 is: A very distinct GABAergic subclass expressing the gene Meis2 in mouse. In Marmoset primary motor cortex (CCN201912132), Meis2 has 1 child types:  and Inh PAX6 MEIS2. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is character(0) and character(0) and character(0) and character(0) and character(0) (F-beta = ), based on the NS Forest method of marker gene selection. Meis2 cells represent 0.00164563905650027% of all GABAergic cells collected in the marmoset M1 10Xv3 dataset. Meis2 cells have an average of 3193 genes detected, which is 359 less than the average for all GABAergic cells (3552).	Meis2	Cell Type|Subclass
PCL:0019527	RNAseq 27 - CS201912132_27	Inh SST LOC108589054	PCL:0010001	owl:NamedIndividual	PCL:0019664	Sst_5	CS201912132_27		Inh SST LOC108589054	Inh SST LOC108589054	RNAseq 27	Sst_5		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh SST LOC108589054"", ""cell_set_label"": ""RNAseq 27"", ""cell_set_accession"": ""CS201912132_27"", ""cell_set_aligned_alias"": ""Sst_5"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh SST LOC108589054"", ""cell_set_color"": ""#CC7B00""}"	http://purl.obolibrary.org/obo/PCL_0019027	In Marmoset primary motor cortex (CCN201912132), Inh SST LOC108589054 is a member of the Sst subclass. Inh SST LOC108589054 includes the additional alias Sst_5. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is SULF1 and THSD7B (F-beta = 0.755), based on the NS Forest method of marker gene selection. Inh SST LOC108589054 cells represent 3.51% of all Sst cells collected in the marmoset M1 10Xv3 dataset. Inh SST LOC108589054 cells have an average of 4255 genes detected, which is 957 more than the average for all Sst cells (3298).	Inh SST LOC108589054	Cell Type
